  4761 | BARRIO PARQUE LICEO                                                                 | 5000 |            5
  4762 | BARRIO PARQUE MONTE CRISTO                                                          | 5012 |            5
  4763 | BARRIO PARQUE REPUBLICA                                                             | 5000 |            5
  4764 | BARRIO PARQUE TABLADA                                                               | 5009 |            5
  4765 | BARRIO PATRICIOS                                                                    | 5012 |            5
  4766 | BARRIO POETA LUGONES                                                                | 5008 |            5
  4767 | BARRIO PRIMERA JUNTA                                                                | 5000 |            5
  4768 | BARRIO PUEYRREDON ANEXO                                                             | 5012 |            5
  4769 | BARRIO REMEDIOS DE ESCALADA                                                         | 5000 |            5
  4770 | BARRIO RENACIMIENTO                                                                 | 5006 |            5
  4771 | BARRIO RESIDENCIAL AMERICA                                                          | 5012 |            5
  4772 | BARRIO RESIDENCIAL GERONIMO LUIS DE CABRERA                                         | 2400 |            5
  4773 | BARRIO RIVADAVIA                                                                    | 5900 |            5
  4774 | BARRIO ROQUE SAENZ PEÑA                                                             | 5000 |            5
  4775 | BARRIO SAN JORGE                                                                    | 5012 |            5
  4776 | BARRIO SAN LORENZO NORTE                                                            | 5009 |            5
  4777 | BARRIO SAN LORENZO SUR                                                              | 5123 |            5
  4778 | BARRIO SAN MARCELO                                                                  | 5009 |            5
  4779 | BARRIO SAN MARTIN                                                                   | 5800 |            5
  4780 | BARRIO SAN MARTIN NORTE                                                             | 5008 |            5
  4781 | BARRIO SAN NICOLAS                                                                  | 5012 |            5
  4782 | BARRIO SAN VICENTE                                                                  | 5006 |            5
  4783 | BARRIO SANTA CECILIA                                                                | 5009 |            5
  4784 | BARRIO SANTA ISABEL                                                                 | 5000 |            5
  4785 | BARRIO SARGENTO CABRAL                                                              | 5008 |            5
  4786 | BARRIO SARMIENTO                                                                    | 2400 |            5
  4787 | BARRIO TABLADA PARK                                                                 | 5009 |            5
  4788 | BARRIO TENIENTE BENJAMIN MATIENZO                                                   | 5103 |            5
  4789 | BARRIO URCA                                                                         | 5009 |            5
  4790 | BARRIO VALLE DEL CERRO                                                              | 5009 |            5
  4791 | BARRIO VILLA CLAUDINA                                                               | 5012 |            5
  4792 | BARRIO VILLA EL LIBERTADOR                                                          | 5000 |            5
  4793 | BARRIO VILLA PAEZ                                                                   | 5000 |            5
  4794 | BARRIO VILLA SAN CARLOS                                                             | 5000 |            5
  4795 | BARRIO VILLA SARMIENTO                                                              | 5000 |            5
  4796 | BARRIO VILLA UNION                                                                  | 5103 |            5
  4797 | BARRIO VILLA URQUIZA                                                                | 5000 |            5
  4798 | BARRIO YAPEYU                                                                       | 5000 |            5
  4799 | BARRIO YOFRE                                                                        | 5012 |            5
  4800 | BATAN                                                                               | 5155 |            5
  4801 | BAÑADO DE CHUA                                                                      | 5871 |            5
  4802 | BAÑADO DE PAJA                                                                      | 5871 |            5
  4803 | BAÑADO DE SOTO                                                                      | 5285 |            5
  4804 | BAÑADO DEL FUERTE                                                                   | 5248 |            5
  4805 | BELEN                                                                               | 5220 |            5
  4806 | BELL VILLE                                                                          | 2550 |            5
  4807 | BELLA VISTA (TULUMBA-DPTO. TULUMBA)                                                 | 5203 |            5
  4808 | BELLA VISTA (VILLA DE SOTO-DPTO. CRUZ DEL EJE)                                      | 5284 |            5
  4809 | BENGOLEA                                                                            | 5807 |            5
  4810 | BENJAMIN GOULD                                                                      | 2664 |            5
  4811 | BERROTARAN                                                                          | 5817 |            5
  4812 | BEUCE                                                                               | 5244 |            5
  4813 | BIALET MASSE                                                                        | 5158 |            5
  4814 | BLAS DE ROSALES                                                                     | 5125 |            5
  4815 | BOCA DEL RIO                                                                        | 5885 |            5
  4816 | BORDO DE LOS ESPINOSA                                                               | 5209 |            5
  4817 | BOSQUE ALEGRE                                                                       | 5186 |            5
  4818 | BOUWER                                                                              | 5119 |            5
  4819 | BRINKMANN                                                                           | 2419 |            5
  4820 | BUEN RETIRO                                                                         | 5155 |            5
  4821 | BUENA VISTA (CAÑADA DEL PUERTO-DPTO. SAN ALBERTO)                                   | 5297 |            5
  4822 | BUENA VISTA (DESPEÑADEROS-DPTO. SANTA MARIA)                                        | 5121 |            5
  4823 | BUENA VISTA (GUTENBERG-DPTO. RIO SECO)                                              | 5249 |            5
  4824 | BUENA VISTA (SALSACATE-DPTO. POCHO)                                                 | 5295 |            5
  4825 | BUEY MUERTO                                                                         | 5133 |            5
  4826 | BULNES                                                                              | 5845 |            5
  4827 | BURMEISTER (APEADERO FCGSM)                                                         | 6225 |            5
  4828 | CABANA                                                                              | 5109 |            5
  4829 | CABEZA DE BUEY                                                                      | 5229 |            5
  4830 | CABEZA DEL SOLDADO                                                                  | 5172 |            5
  4831 | CABINDO                                                                             | 5221 |            5
  4832 | CACHI YACO                                                                          | 5209 |            5
  4833 | CACHIYULIO                                                                          | 5284 |            5
  4834 | CADETE CHAVEZ (APEADERO FCGM)                                                       | 5103 |            5
  4835 | CAJON DEL RIO                                                                       | 5184 |            5
  4836 | CALABALUMBA (APEADERO FCGB)                                                         | 5282 |            5
  4837 | CALASUYA                                                                            | 5201 |            5
  4838 | CALCHIN                                                                             | 5969 |            5
  4839 | CALCHIN OESTE                                                                       | 5965 |            5
  4840 | CALERA CENTRAL                                                                      | 5151 |            5
  4841 | CALMAYO                                                                             | 5191 |            5
  4842 | CAMARONES                                                                           | 5205 |            5
  4843 | CAMILO ALDAO                                                                        | 2585 |            5
  4844 | CAMINIAGA                                                                           | 5244 |            5
  4845 | CAMINO A ALTA GRACIA KILOMETRO 15                                                   | 5101 |            5
  4846 | CAMINO A PUNTA DEL AGUA                                                             | 5101 |            5
  4847 | CAMOATI                                                                             | 5231 |            5
  4848 | CAMPAMENTO MINETTI                                                                  | 5149 |            5
  4849 | CAMPO ALEGRE (DPTO. SOBREMONTE)                                                     | 5209 |            5
  4850 | CAMPO ALEGRE (DR. NICASIO SALAS OROÑO-DPTO. TOTORAL)                                | 5221 |            5
  4851 | CAMPO ALVAREZ                                                                       | 5229 |            5
  4852 | CAMPO AMBROGGIO                                                                     | 5915 |            5
  4853 | CAMPO BANDILLO                                                                      | 5943 |            5
  4854 | CAMPO BEIRO                                                                         | 2421 |            5
  4855 | CAMPO BOERO                                                                         | 2426 |            5
  4856 | CAMPO BOURDICHON                                                                    | 5149 |            5
  4857 | CAMPO CALVO                                                                         | 2423 |            5
  4858 | CAMPO COYUNDA                                                                       | 5139 |            5
  4859 | CAMPO DE LA TORRE                                                                   | 5801 |            5
  4860 | CAMPO DE LAS PIEDRAS                                                                | 5236 |            5
  4861 | CAMPO EL GAUCHO                                                                     | 2512 |            5
  4862 | CAMPO FRESCO                                                                        | 2661 |            5
  4863 | CAMPO GRAL. PAZ                                                                     | 2555 |            5
  4864 | CAMPO GRANDE                                                                        | 5231 |            5
  4865 | CAMPO LA LUISA                                                                      | 2423 |            5
  4866 | CAMPO LA PIEDRA                                                                     | 5221 |            5
  4867 | CAMPO NATA                                                                          | 2661 |            5
  4868 | CAMPO RAMALLO                                                                       | 5225 |            5
  4869 | CAMPO ROSSIANO                                                                      | 5987 |            5
  4870 | CAMPO SAN ANTONIO                                                                   | 5821 |            5
  4871 | CAMPO SAN JUAN                                                                      | 6271 |            5
  4872 | CAMPO SOL DE MAYO                                                                   | 2679 |            5
  4873 | CANALS                                                                              | 2650 |            5
  4874 | CANDELARIA (RIO SECO)                                                               | 5249 |            5
  4875 | CANDELARIA (TOTORAL)                                                                | 5221 |            5
  4876 | CANDELARIA NORTE                                                                    | 5235 |            5
  4877 | CANDELARIA SUD                                                                      | 5233 |            5
  4878 | CANDONGA                                                                            | 5111 |            5
  4879 | CANO                                                                                | 5821 |            5
  4880 | CANTERA LOS VIERAS                                                                  | 5212 |            5
  4881 | CANTERAS ALTA GRACIA (EMBARCADERO-FCGM)                                             | 5186 |            5
  4882 | CANTERAS DE QUILPO                                                                  | 5281 |            5
  4883 | CANTERAS EL MANZANO                                                                 | 5107 |            5
  4884 | CANTERAS EL SAUCE                                                                   | 5107 |            5
  4885 | CANTERAS IGUAZU                                                                     | 5285 |            5
  4886 | CANTERAS KILOMETRO 428 (APEADERO FCGB)                                              | 5200 |            5
  4887 | CANTERAS LA CALERA (EMBARCADERO FCGM)                                               | 5151 |            5
  4888 | CANTERAS LOS MORALES                                                                | 5238 |            5
  4889 | CAPILLA DE AMBUL                                                                    | 5299 |            5
  4890 | CAPILLA DE COSME                                                                    | 5101 |            5
  4891 | CAPILLA DE DOLORES                                                                  | 5125 |            5
  4892 | CAPILLA DE ESPERANZA                                                                | 5131 |            5
  4893 | CAPILLA DE LA SAGRADA FAMILIA                                                       | 5125 |            5
  4894 | CAPILLA DE REMEDIOS                                                                 | 5101 |            5
  4895 | CAPILLA DE ROMERO                                                                   | 5873 |            5
  4896 | CAPILLA DE SAN ANTONIO                                                              | 2559 |            5
  4897 | CAPILLA DE SITON                                                                    | 5231 |            5
  4898 | CAPILLA DE TEGUA                                                                    | 5813 |            5
  4899 | CAPILLA DEL CARMEN                                                                  | 5963 |            5
  4900 | CAPILLA DEL MONTE                                                                   | 5184 |            5
  4901 | CAPILLA DEL ROSARIO                                                                 | 5117 |            5
  4902 | CAPILLA IMPIRA                                                                      | 5987 |            5
  4903 | CAPILLA LA CANDELARIA                                                               | 5287 |            5
  4904 | CAPILLA LA ESPERANZA                                                                | 5129 |            5
  4905 | CAPILLA LOS ZORROS                                                                  | 5901 |            5
  4906 | CAPILLA SAN ANTONIO                                                                 | 2432 |            5
  4907 | CAPILLA SAN ANTONIO DE YUCAT                                                        | 5936 |            5
  4908 | CAPILLA SANTA ROSA                                                                  | 2415 |            5
  4909 | CAPITAN GENERAL BERNARDO O HIGGINS                                                  | 2645 |            5
  4910 | CARAHUASI                                                                           | 5196 |            5
  4911 | CARLOMAGNO (EMBARCADERO FCGM)                                                       | 5925 |            5
  4912 | CARNERILLO (DPTO. JUAREZ CELMAN)                                                    | 5805 |            5
  4913 | CARNERILLOS (COSQUIN-DPTO. PUNILLA)                                                 | 5166 |            5
  4914 | CARNERO YACO                                                                        | 5246 |            5
  4915 | CAROLINA                                                                            | 5841 |            5
  4916 | CAROYA                                                                              | 5223 |            5
  4917 | CARRERAS LAS CHACRAS                                                                | 5285 |            5
  4918 | CARRILOBO                                                                           | 5915 |            5
  4919 | CARRIZAL (AMBUL-DPTO. SAN ALBERTO)                                                  | 5299 |            5
  4920 | CARRIZAL (LA HIGUERA-DPTO. CRUZ DEL EJE)                                            | 5285 |            5
  4921 | CARTABEROL                                                                          | 5871 |            5
  4922 | CASA BAMBA                                                                          | 5151 |            5
  4923 | CASA BLANCA                                                                         | 5295 |            5
  4924 | CASA DE PIEDRA                                                                      | 5891 |            5
  4925 | CASA GRANDE                                                                         | 5162 |            5
  4926 | CASA NUEVA                                                                          | 5155 |            5
  4927 | CASA SERRANA (HUERTA GRANDE)                                                        | 5175 |            5
  4928 | CASAS VIEJAS (LA HIGUERA-DPTO. CRUZ DEL EJE)                                        | 5285 |            5
  4929 | CASAS VIEJAS (STA. ELENA-DPTO. RIO SECO)                                            | 5246 |            5
  4930 | CASAS VIEJAS (VILLA DEL TOTORAL-DPTO. TOTORAL)                                      | 5236 |            5
  4931 | CASCADA DE LA IGLESIA                                                               | 5172 |            5
  4932 | CASCADA DE LOS DURAZNOS                                                             | 5172 |            5
  4933 | CASCADA DEL MOLINO                                                                  | 5172 |            5
  4934 | CASCADA DEL OLAEN                                                                   | 5172 |            5
  4935 | CASCADAS                                                                            | 5178 |            5
  4936 | CASEROS ESTE                                                                        | 5123 |            5
  4937 | CASPICHUMA                                                                          | 5209 |            5
  4938 | CASPICUCHANA                                                                        | 5209 |            5
  4939 | CASSAFFOUSTH (ESTACION FCGB)                                                        | 5149 |            5
  4940 | CASTELLANOS                                                                         | 5129 |            5
  4941 | CAVALANGO                                                                           | 5155 |            5
  4942 | CAVANAGH                                                                            | 2625 |            5
  4943 | CAYUQUEO                                                                            | 5901 |            5
  4944 | CAÑA CRUZ                                                                           | 5248 |            5
  4945 | CAÑADA ANCHA (BUEY MUERTO-DPTO. RIO PRIMERO)                                        | 5135 |            5
  4946 | CAÑADA ANCHA (STA. ROSA DE RIO PRIMERO-DPTO. RIO 1RO.)                              | 5133 |            5
  4947 | CAÑADA DE ALVAREZ                                                                   | 5819 |            5
  4948 | CAÑADA DE CORIA                                                                     | 5248 |            5
  4949 | CAÑADA DE CUEVAS                                                                    | 5101 |            5
  4950 | CAÑADA DE JUME                                                                      | 5221 |            5
  4951 | CAÑADA DE LAS CHACRAS                                                               | 5199 |            5
  4952 | CAÑADA DE LAS GATIADAS                                                              | 5291 |            5
  4953 | CAÑADA DE LUQUE                                                                     | 5229 |            5
  4954 | CAÑADA DE MACHADO                                                                   | 5961 |            5
  4955 | CAÑADA DE MACHADO SUD                                                               | 5963 |            5
  4956 | CAÑADA DE MATEO                                                                     | 5221 |            5
  4957 | CAÑADA DE MOYO                                                                      | 5218 |            5
  4958 | CAÑADA DE POCHO                                                                     | 5299 |            5
  4959 | CAÑADA DE RIO PINTO                                                                 | 5221 |            5
  4960 | CAÑADA DE SALAS                                                                     | 5299 |            5
  4961 | CAÑADA DE SAN ANTONIO                                                               | 5131 |            5
  4962 | CAÑADA DEL DURAZNO                                                                  | 5196 |            5
  4963 | CAÑADA DEL MOLINO                                                                   | 5194 |            5
  4964 | CAÑADA DEL PUERTO                                                                   | 5297 |            5
  4965 | CAÑADA DEL ROSARIO                                                                  | 5117 |            5
  4966 | CAÑADA DEL SAUCE                                                                    | 5817 |            5
  4967 | CAÑADA DEL SIMBOL                                                                   | 5200 |            5
  4968 | CAÑADA DEL TALA (LA CRUZ-DPTO. CALAMUCHITA)                                         | 5859 |            5
  4969 | CAÑADA DEL TALA (SAN JOSE DE LA DORMIDA-DPTO. TULUMBA)                              | 5244 |            5
  4970 | CAÑADA GRANDE (SALTO SAN JAVIER-DPTO. SAN JAVIER)                                   | 5873 |            5
  4971 | CAÑADA GRANDE (VILLA CURA BROCHERO-DPTO. SAN ALBERTO)                               | 5891 |            5
  4972 | CAÑADA HONDA (CRUZ DEL EJE-DPTO. CRUZ DEL EJE)                                      | 5280 |            5
  4973 | CAÑADA HONDA (LA POSTA-DPTO. RIO PRIMERO)                                           | 5227 |            5
  4974 | CAÑADA LARGA                                                                        | 5889 |            5
  4975 | CAÑADA VERDE                                                                        | 6275 |            5
  4976 | CAÑADAS HONDAS                                                                      | 5221 |            5
  4977 | CAÑADON DE LOS MOGOTES                                                              | 5184 |            5
  4978 | CERRO BLANCO                                                                        | 5191 |            5
  4979 | CERRO BOLA                                                                          | 5293 |            5
  4980 | CERRO CHAMPAQUI                                                                     | 5194 |            5
  4981 | CERRO COLORADO                                                                      | 5821 |            5
  4982 | CERRO COLORADO-TULUMBA                                                              | 5244 |            5
  4983 | CERRO DE LA CRUZ                                                                    | 5200 |            5
  4984 | CERRO DE LAS ROSAS                                                                  | 5009 |            5
  4985 | CERRO NEGRO (CAÑADA DEL PUERTO-DPTO. SAN ALBERTO)                                   | 5297 |            5
  4986 | CERRO NEGRO (DPTO. ISCHILIN)                                                        | 5221 |            5
  4987 | CERRO SAN LORENZO                                                                   | 5821 |            5
  4988 | CERROS ASPEROS                                                                      | 5859 |            5
  4989 | CHACHA DEL REY                                                                      | 5282 |            5
  4990 | CHACRAS                                                                             | 5284 |            5
  4991 | CHACRAS DEL POTRERO                                                                 | 5284 |            5
  4992 | CHACRAS DEL SAUCE                                                                   | 5244 |            5
  4993 | CHACRAS DEL TIO PUJIO                                                               | 5936 |            5
  4994 | CHACRAS NORTE                                                                       | 5127 |            5
  4995 | CHACRAS VIEJAS                                                                      | 5242 |            5
  4996 | CHAJAN                                                                              | 5837 |            5
  4997 | CHALACEA                                                                            | 5229 |            5
  4998 | CHAMICO                                                                             | 5299 |            5
  4999 | CHAMPAÑA                                                                            | 5291 |            5
  5000 | CHANCANI                                                                            | 5871 |            5
  5001 | CHAQUINCHUNA                                                                        | 5870 |            5
  5002 | CHARACATO                                                                           | 5287 |            5
  5003 | CHARBONIER                                                                          | 5282 |            5
  5004 | CHARRAS                                                                             | 5807 |            5
  5005 | CHAZON                                                                              | 2675 |            5
  5006 | CHAÑAR VIEJO                                                                        | 5246 |            5
  5007 | CHAÑARIACO                                                                          | 5291 |            5
  5008 | CHAÑARITOS                                                                          | 5829 |            5
  5009 | CHILE CORRAL LA AGUADA                                                              | 5246 |            5
  5010 | CHILI CORRAL                                                                        | 5246 |            5
  5011 | CHILIBROSTE                                                                         | 2561 |            5
  5012 | CHIPITIN                                                                            | 5244 |            5
  5013 | CHUA                                                                                | 5871 |            5
  5014 | CHUCHI CORRAL                                                                       | 5178 |            5
  5015 | CHUCHIRAS                                                                           | 5875 |            5
  5016 | CHUCUL                                                                              | 5805 |            5
  5017 | CHURQUI CAÑADA                                                                      | 5246 |            5
  5018 | CHUÑA                                                                               | 5218 |            5
  5019 | CHUÑAGUASI                                                                          | 5201 |            5
  5020 | CIENAGA DE ALLENDE                                                                  | 5891 |            5
  5021 | CIENAGA DEL CORO                                                                    | 5289 |            5
  5022 | CINTRA                                                                              | 2559 |            5
  5023 | CIUDAD UNIVERSITARIA                                                                | 5000 |            5
  5024 | COLAZO                                                                              | 5965 |            5
  5025 | COLINAS DE VELEZ SARSFIELD                                                          | 5000 |            5
  5026 | COLONIA 25 LOS SURGENTES                                                            | 2581 |            5
  5027 | COLONIA AGUILA CAUTIVA                                                              | 2661 |            5
  5028 | COLONIA ALEMANA                                                                     | 5196 |            5
  5029 | COLONIA ALMADA                                                                      | 5987 |            5
  5030 | COLONIA AMALIA                                                                      | 2424 |            5
  5031 | COLONIA ANGELITA                                                                    | 5941 |            5
  5032 | COLONIA ANITA                                                                       | 2413 |            5
  5033 | COLONIA ARGENTINA                                                                   | 6140 |            5
  5034 | COLONIA ARROYO DE ALVAREZ                                                           | 2436 |            5
  5035 | COLONIA BALLESTEROS                                                                 | 2662 |            5
  5036 | COLONIA BANCO PROVINCIA DE BUENOS AIRES                                             | 5155 |            5
  5037 | COLONIA BARGE                                                                       | 2659 |            5
  5038 | COLONIA BEIRO                                                                       | 2421 |            5
  5039 | COLONIA BISMARCK                                                                    | 2651 |            5
  5040 | COLONIA BOERO                                                                       | 6270 |            5
  5041 | COLONIA BOTTURI                                                                     | 2419 |            5
  5042 | COLONIA BREMEN                                                                      | 2651 |            5
  5043 | COLONIA CALCHAQUI                                                                   | 2580 |            5
  5044 | COLONIA CAROYA                                                                      | 5223 |            5
  5045 | COLONIA CAÑADON                                                                     | 5137 |            5
  5046 | COLONIA CEFERINA                                                                    | 2415 |            5
  5047 | COLONIA CORTADERA                                                                   | 2436 |            5
  5048 | COLONIA COSME SUD                                                                   | 5101 |            5
  5049 | COLONIA COYUNDA                                                                     | 2435 |            5
  5050 | COLONIA CRISTINA                                                                    | 2424 |            5
  5051 | COLONIA DE VAC. CALAMUCHITA (CDO. EN JEFE DEL EJERCITO)                             | 5194 |            5
  5052 | COLONIA DEAN FUNES                                                                  | 5847 |            5
  5053 | COLONIA DEL BANCO NACION                                                            | 2428 |            5
  5054 | COLONIA DIEZ DE JULIO                                                               | 2349 |            5
  5055 | COLONIA DOLORES                                                                     | 5809 |            5
  5056 | COLONIA DOROTEA                                                                     | 6270 |            5
  5057 | COLONIA DOS HERMANOS                                                                | 2421 |            5
  5058 | COLONIA EL CARMEN                                                                   | 5801 |            5
  5059 | COLONIA EL CHAJA                                                                    | 2594 |            5
  5060 | COLONIA EL DORADO                                                                   | 2651 |            5
  5061 | COLONIA EL FORTIN                                                                   | 5133 |            5
  5062 | COLONIA EL MILAGRO                                                                  | 2424 |            5
  5063 | COLONIA EL TRABAJO                                                                  | 2424 |            5
  5064 | COLONIA EUGENIA                                                                     | 2413 |            5
  5065 | COLONIA GARZON                                                                      | 5987 |            5
  5066 | COLONIA GORCHS                                                                      | 2415 |            5
  5067 | COLONIA GRAL. DEHEZA                                                                | 5945 |            5
  5068 | COLONIA HAMBURGO                                                                    | 5933 |            5
  5069 | COLONIA HOGAR VELEZ SARSFIELD                                                       | 5119 |            5
  5070 | COLONIA HOLANDESA                                                                   | 5131 |            5
  5071 | COLONIA ITALIANA                                                                    | 2645 |            5
  5072 | COLONIA ITURRASPE                                                                   | 2413 |            5
  5073 | COLONIA LA ARGENTINA                                                                | 5137 |            5
  5074 | COLONIA LA CALLE                                                                    | 5196 |            5
  5075 | COLONIA LA CARMENCITA                                                               | 6141 |            5
  5076 | COLONIA LA CELESTINA                                                                | 5847 |            5
  5077 | COLONIA LA CORTADERA                                                                | 2434 |            5
  5078 | COLONIA LA INES                                                                     | 6101 |            5
  5079 | COLONIA LA LEONCITA                                                                 | 2559 |            5
  5080 | COLONIA LA LOLA                                                                     | 2650 |            5
  5081 | COLONIA LA MAGDALENA DE ORO                                                         | 6132 |            5
  5082 | COLONIA LA MARIUCHA                                                                 | 2580 |            5
  5083 | COLONIA LA MOROCHA                                                                  | 2423 |            5
  5084 | COLONIA LA PALESTINA                                                                | 2645 |            5
  5085 | COLONIA LA PIEDRA                                                                   | 5801 |            5
  5086 | COLONIA LA PRIMAVERA                                                                | 5933 |            5
  5087 | COLONIA LA PROVIDENCIA                                                              | 6120 |            5
  5088 | COLONIA LA TORDILLA                                                                 | 2435 |            5
  5089 | COLONIA LA TRINCHERA                                                                | 2417 |            5
  5090 | COLONIA LAS CAÑITAS                                                                 | 2428 |            5
  5091 | COLONIA LAS CUATRO ESQUINAS                                                         | 5135 |            5
  5092 | COLONIA LAVARELLO                                                                   | 2415 |            5
  5093 | COLONIA LEDESMA                                                                     | 2662 |            5
  5094 | COLONIA LOS VASCOS                                                                  | 2189 |            5
  5095 | COLONIA LUQUE                                                                       | 5850 |            5
  5096 | COLONIA MACHADO                                                                     | 5961 |            5
  5097 | COLONIA MAIPU                                                                       | 2684 |            5
  5098 | COLONIA MALBERTINA                                                                  | 2424 |            5
  5099 | COLONIA MARINA                                                                      | 2424 |            5
  5100 | COLONIA MASCHI                                                                      | 2559 |            5
  5101 | COLONIA MAUNIER                                                                     | 2349 |            5
  5102 | COLONIA MILESSI                                                                     | 2349 |            5
  5103 | COLONIA MONTES NEGROS                                                               | 5875 |            5
  5104 | COLONIA NUEVO PIAMONTE                                                              | 2415 |            5
  5105 | COLONIA ORCOVI                                                                      | 5841 |            5
  5106 | COLONIA PALO LABRADO                                                                | 2415 |            5
  5107 | COLONIA PASO CARRIL                                                                 | 5801 |            5
  5108 | COLONIA POZO DEL CHAJA                                                              | 2433 |            5
  5109 | COLONIA PRODAMONTE                                                                  | 2413 |            5
  5110 | COLONIA PROGRESO                                                                    | 2645 |            5
  5111 | COLONIA PROSPERIDAD                                                                 | 2423 |            5
  5112 | COLONIA SAGRADA FAMILIA                                                             | 5125 |            5
  5113 | COLONIA SAN BARTOLOME                                                               | 2426 |            5
  5114 | COLONIA SAN EUSEBIO                                                                 | 2561 |            5
  5115 | COLONIA SAN IGNACIO                                                                 | 5189 |            5
  5116 | COLONIA SAN ISIDRO                                                                  | 5189 |            5
  5117 | COLONIA SAN PEDRO                                                                   | 2421 |            5
  5118 | COLONIA SAN RAFAEL                                                                  | 2433 |            5
  5119 | COLONIA SANTA ANA                                                                   | 6123 |            5
  5120 | COLONIA SANTA CATALINA                                                              | 5851 |            5
  5121 | COLONIA SANTA MARGARITA                                                             | 5933 |            5
  5122 | COLONIA SANTA MARIA                                                                 | 2423 |            5
  5123 | COLONIA SANTA PAULA                                                                 | 5805 |            5
  5124 | COLONIA SANTA RITA (LUXARDO-DPTO. SAN JUSTO)                                        | 2411 |            5
  5125 | COLONIA SANTA RITA (TIO PUJIO-DPTO. GRAL. SAN MARTIN)                               | 5936 |            5
  5126 | COLONIA SILVIO PELLICO                                                              | 5907 |            5
  5127 | COLONIA TACURALES                                                                   | 2421 |            5
  5128 | COLONIA TIROLESA                                                                    | 5101 |            5
  5129 | COLONIA TORO PUJIO                                                                  | 5189 |            5
  5130 | COLONIA UDINE                                                                       | 2417 |            5
  5131 | COLONIA VACACIONES DE EMPLEADOS                                                     | 5857 |            5
  5132 | COLONIA VALLE GRANDE                                                                | 6121 |            5
  5133 | COLONIA VALTELINA                                                                   | 2413 |            5
  5134 | COLONIA VEINTICINCO                                                                 | 2592 |            5
  5135 | COLONIA VICENTE AGUERO                                                              | 5221 |            5
  5136 | COLONIA VIDELA                                                                      | 5965 |            5
  5137 | COLONIA VIGNAUD                                                                     | 2419 |            5
  5138 | COLONIA YARELA                                                                      | 5137 |            5
  5139 | COLONIA YUCAT SUD                                                                   | 5917 |            5
  5140 | COLONIAS                                                                            | 2436 |            5
  5141 | COLUMBO                                                                             | 5220 |            5
  5142 | COMANDO TERCER CUERPO DE EJERCITO                                                   | 5101 |            5
  5143 | COME TIERRA                                                                         | 5875 |            5
  5144 | COMECHINGONES (DPTO. RIO 1)                                                         | 5129 |            5
  5145 | COMECHINGONES (PAMPA DE ACHALA-DPTO. SAN ALBERTO)                                   | 5153 |            5
  5146 | COMPLEJO HIDROELECTRICO RIO GRANDE                                                  | 5199 |            5
  5147 | CONCEPCION                                                                          | 5871 |            5
  5148 | CONDOR                                                                              | 5823 |            5
  5149 | CONDOR HUASI                                                                        | 5871 |            5
  5150 | CONLARA                                                                             | 5873 |            5
  5151 | CONSTITUCION                                                                        | 5125 |            5
